SKU,Status,Current Name,Shape,Classes,Containers,Description
A4CL-81T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 3.88"" x 3.15"" #A4CL-81",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers </h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-82T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 1.56"" x 1.25"" #A4CL-82",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers </h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-83T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 1.5"" x 0.85"" #A4CL-83",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&#x2122; - Cryogenic Labels for Laser Printers </h3>\n&nbsp;\n<ul>\n 	<li>Provided in European A4 sheet format</li>\n 	<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n 	<li>Withstand extreme cryogenic temperatures (-196°C in liquid phase and vapor phase Liquid Nitrogen)</li>\n 	<li>Printable by all major desktop laser printers</li>\n</ul>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-84T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 2.5"" x 1.83"" #A4CL-84",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers </h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-85T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 2.5"" x 1.33"" #A4CL-85",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers </h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-97T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 3.9"" x 2.24"" #A4CL-97",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers </h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-111T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 1.96"" x 1.26"" #A4CL-111",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG&trade; - Cryogenic Labels for Laser Printers)</h3>\n<br/>\n<ul>\n<li>Provided in European A4 sheet format</li>\n<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n<li>Withstand extreme cryogenic temperatures (-196&deg;C in liquid phase and vapor phase Liquid Nitrogen)</li>\n<li>Printable by all major desktop laser printers</li>\n</ul>\n<br/>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4CL-112T1-WH,Published,"Permanent Cryo Laser Labels (A4 Size) - 1"" x 1"" #A4CL-112",Rectangle,"A4CL,CL","Tubes & Vials,Cryo Boxes,Syringes,Tubes & Vials,Cryo Boxes,Syringes","<h3>A4 Size Permanent Cryo-LazrTAG™ - Cryogenic Labels for Laser Printers </h3>\n&nbsp;\n<ul>\n 	<li>Provided in European A4 sheet format</li>\n 	<li>Permanent adhesion, especially on curved surfaces (vials, microtubes, etc.)</li>\n 	<li>Withstand extreme cryogenic temperatures (-196°C in liquid phase and vapor phase Liquid Nitrogen)</li>\n 	<li>Printable by all major desktop laser printers</li>\n</ul>\nCryogenic labels provided in A4 sheet format for printing with desktop laser printers. These thermoplastic waterproof labels have a unique cryo adhesive specifically designed to permanently adhere to vials, tubes, freezer boxes, as well as polycarbonate cryo boxes and other containers that will undergo long-term deep-freeze storage or shipment on dry ice. The cryogenic tags are wear and tear proof; do not jam printers; resistant to UV and gamma irradiation."
A4DFSL-65WH,Published,"Wrap-Around Cryo Laser Labels (A4 Size) - 1"" x 0.59"" + 1.48"" #A4DFSL-65",Rectangle + Circle,"A4DFSL,DFSL","Tubes & Vials,Syringes,Tubes & Vials,Syringes","<h3>A4 Size Wrap-Around Cryo-LazrTAG™ – Cryogenic &amp; Autoclave-Resistant Self-Laminating Laser Labels</h3>\n&nbsp;\n<ul>\n 	<li>Withstand long-term storage in extreme low temperatures (-196°C)</li>\n 	<li>The transparent laminating tail provides extra protection against scratching and spraying with chemicals and detergents</li>\n 	<li>Printable with all major desktop laser printers</li>\n 	<li>Withstand extreme elevated temperatures (+150°C), able to resist steam autoclaves and boiling water</li>\n 	<li>Resistant to gamma irradiation (tested up to 50 KGy)</li>\n</ul>\nCryogenic wrap-around laser labels for long-term cryo-storage in liquid nitrogen and deep freeze harsh environments. Temperature range from -196°C to +150°C. Resistant to autoclave, boiling water, as well as spraying with ethanol, IPA, acetone, and other chemicals and detergents. Cryo labels accept desktop laser printing and permanent marker. Water-resistant; Wear and tear proof; Do not jam printers; Resistant to UV and gamma irradiation."
A4FIJSA-6WH,Published,"Deep-Freeze Labels for Inkjet Printers (A4 Size) 1.417"" x 0.551"" #A4FIJSA-6WH",Rectangle,FIJSA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Inkjet Labels for Deep-Freeze Storage</h3>
\n&nbsp;
\n<ul>
\n 	<li>Resist ultra-low temperature storage (-80°C, -40°C, -20°C)</li>
\n 	<li>Print eye-catching color logos, graphics, images, and data</li>
\n 	<li>Resist spraying with ethanol and cleaning using surface sanitizing wipes</li>
\n 	<li>Require zero cure time, can be stored in deep-freeze conditions immediately after application</li>
\n</ul>
\nPrint eye-catching color logos, graphics, images, and data on our versatile inkjet-printable labels. These freezer-grade labels are designed to identify vials, tubes, plastic bags, freezer boxes, plates, and other containers. Ideal for storage in laboratory freezers (as low as -80°C/-112°F), as well as dry ice transportation, and can withstand exposure to alcohol, xylene, acetone, and other harsh chemicals (spray and incidental contact). Supplied in sheet format to be printed with all standard desktop inkjet printers or written on with ballpoint pens, cryogenic markers, and ink stamped without smudging."
A4FIJSA-8WH,Published,"Deep-Freeze Labels for Inkjet Printers (A4 Size) – 1.77"" x 0.787"" #A4FIJSA-8WH",Rectangle,FIJSA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Inkjet Labels for Deep-Freeze Storage</h3>
\n&nbsp;
\n<ul>
\n 	<li>Resist ultra-low temperature storage (-80°C, -40°C, -20°C)</li>
\n 	<li>Print eye-catching color logos, graphics, images, and data</li>
\n 	<li>Resist spraying with ethanol and cleaning using surface sanitizing wipes</li>
\n 	<li>Require zero cure time, can be stored in deep-freeze conditions immediately after application</li>
\n</ul>
\nPrint eye-catching color logos, graphics, images, and data on our versatile inkjet-printable labels. These freezer-grade labels are designed to identify vials, tubes, plastic bags, freezer boxes, plates, and other containers. Ideal for storage in laboratory freezers (as low as -80°C/-112°F), as well as dry ice transportation, and can withstand exposure to alcohol, xylene, acetone, and other harsh chemicals (spray and incidental contact). Supplied in sheet format to be printed with all standard desktop inkjet printers or written on with ballpoint pens, cryogenic markers, and ink stamped without smudging."
A4FIJSA-12WH,Published,"Deep-Freeze Labels for Inkjet Printers (A4 Size) - 0.945"" x 0.512"" #A4FIJSA-12WH",Rectangle,FIJSA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Inkjet Labels for Deep-Freeze Storage</h3>
\n&nbsp;
\n<ul>
\n 	<li>Resist ultra-low temperature storage (-80°C, -40°C, -20°C)</li>
\n 	<li>Print eye-catching color logos, graphics, images, and data</li>
\n 	<li>Resist spraying with ethanol and cleaning using surface sanitizing wipes</li>
\n 	<li>Require zero cure time, can be stored in deep-freeze conditions immediately after application</li>
\n</ul>
\nPrint eye-catching color logos, graphics, images, and data on our versatile inkjet-printable labels. These freezer-grade labels are designed to identify vials, tubes, plastic bags, freezer boxes, plates, and other containers. Ideal for storage in laboratory freezers (as low as -80°C/-112°F), as well as dry ice transportation, and can withstand exposure to alcohol, xylene, acetone, and other harsh chemicals (spray and incidental contact). Supplied in sheet format to be printed with all standard desktop inkjet printers or written on with ballpoint pens, cryogenic markers, and ink stamped without smudging."
A4LCB-112CI,Published,"Cryogenic Laser Labels for Frozen Surfaces - 1"" x 1"" #A4LCB-112CI",Rectangle,"A4LCB,LCB","Tubes & Vials,Frozen Vials & Surfaces,Cryo Boxes,Tubes & Vials,Frozen Vials & Surfaces,Cryo Boxes","<h3>A4 Size Blackout CryoSTUCK®- Cryogenic Laser Labels for Frozen Surfaces</h3>
\n&nbsp;
\n<ul>
\n 	<li>Ideal for permanently obscuring pre-existing information</li>
\n 	<li>Remain intact and readable in ultra-low temperature conditions as low as -196°C</li>
\n 	<li>Quick template set-up, and printable with office and desktop laser printers (will not jam printers)</li>
\n</ul>
\nBlackout CryoSTUCK labels, are laser printable cryogenic labels specifically designed to be applied onto previously frozen (-80°C)<strong>*</strong> surfaces, prior to storage in low temperature conditions, including liquid nitrogen (-196°C). Their unique blackout layer perfectly conceals pre-existing information, ideal as an over-label for frozen containers and vials where no thawing is necessary, thereby preserving the biological integrity of sensitive specimens and samples.
\n
\nTested and proven to withstand extreme conditions, they can be applied effortlessly onto frozen surfaces and cryo vials, even those frozen at an ultra-low temperature of -80°C, then stored directly in liquid nitrogen or inside -80°C freezers. In addition to their cryogenic resistance, these labels are resistant to heated water bath thawing, remaining attached and legible throughout the thawing process. Our labels will also withstand elevated temperatures up to +121°C, making them ideal for use in autoclaves or heat-based sterilization processes.
\n
\nBlackout CryoSTUCK labels are printable with most common brands of laser printers to obtain sharp printout that is resistant to spraying with alcohol or rubbing with sanitizing wipes. Suitable for a wide range of surfaces, including cryo vials, microtubes, as well as cardboard and polycarbonate boxes, these labels are designed to completely cover and conceal pre-existing information, such as alphanumeric text, barcodes, or any other information that needs to be obscured.
\n
\n<strong>*</strong> To ensure proper adhesion, please remove excess frost prior to affixing the label."
